timestamp,session_time,frame_identifier,player_car_index_x,last_lap_time,current_lap_time,sector_1_time_ms,sector_1_time_min,sector_2_time_ms,sector_2_time_min,delta_car_ahead_ms,delta_car_ahead_min,delta_race_leader_ms,delta_race_leader_min,lap_distance,total_distance,speed_trap_fastest_speed,speed_trap_fastest_lap,current_lap_num,player_car_index_y,speed_kph,throttle,steer,brake,clutch,gear,engine_rpm,drs,rev_lights_percent,rev_lights_bit_value,brake_temp_rl,brake_temp_rr,brake_temp_fl,brake_temp_fr,player_car_index,world_pos_X,world_pos_Y,world_pos_Z,world_velo_X,world_velo_Y,world_velo_Z,track_name
1786296894.0588143,501.87933349609375,10233,0,84058,12582,0,0,0,0,0,0,0,0,508.7001953125,9251.59375,332.7499084472656,3,3,0,193,1.0,-0.0,0.0,0,5,11316,0,62,0,699,682,747,733,0,289.0189819335937,90.5487060546875,1446.0400390625,-48.83680725097656,-0.0030621043406426,-22.734294891357425,MONTREALGRAND PRIX
1786296895.0545535,502.873046875,10254,0,84058,13582,0,0,0,0,0,0,0,0,566.833984375,9309.7275390625,332.7499084472656,3,3,0,224,1.0,0.0754620283842086,0.0,0,6,11280,0,60,0,651,632,704,689,0,238.16400146484372,90.54447174072266,1417.5123291015625,-52.37823867797852,0.002368853893131,-33.78258514404297,MONTREALGRAND PRIX
1786296895.5751529,503.3788146972656,10264,0,84058,14082,0,0,0,0,0,0,0,0,598.7939453125,9341.6875,332.7499084472656,3,3,0,237,1.0,0.0154488580301404,0.0,0,6,11010,0,50,0,629,608,683,666,0,211.93533325195312,90.5427703857422,1399.0185546875,-52.54995727539063,-0.0031491355039179,-39.78924560546875,MONTREALGRAND PRIX
1786296896.0540965,503.8769836425781,10274,0,84058,14587,0,0,0,0,0,0,0,0,632.71484375,9375.6083984375,332.7499084472656,3,3,0,244,0.0,-0.0,0.0,0,6,11035,0,52,0,604,583,661,644,0,185.36155700683597,90.54328155517578,1377.8067626953125,-52.114139556884766,0.0162696447223424,-43.36070251464844,MONTREALGRAND PRIX
1786296896.5713656,504.3719482421875,10284,0,84058,15070,0,0,0,0,0,0,0,0,664.6513671875,9407.544921875,332.7499084472656,3,3,0,230,0.0,-0.0,0.309194803237915,0,6,10299,0,22,0,608,589,660,645,0,161.0996551513672,90.54518127441406,1356.9239501953125,-47.30799865722656,0.0080834832042455,-42.97461318969727,MONTREALGRAND PRIX
1786296897.0563817,504.8720397949219,10294,0,84058,15571,0,0,0,0,0,0,0,0,694.18359375,9437.0771484375,332.7499084472656,3,3,0,194,0.0,0.0393383204936981,0.6350997090339661,0,5,9897,0,8,0,716,702,750,738,0,139.26124572753906,90.53449249267578,1336.9091796875,-39.70215606689453,-0.0394624732434749,-36.69548034667969,MONTREALGRAND PRIX
1786296897.554001,505.35260009765625,10304,0,84058,16054,0,0,0,0,0,0,0,0,717.4501953125,9460.34375,332.7499084472656,3,3,0,157,0.0,0.3629338145256042,1.0,0,4,9073,0,0,0,830,817,854,841,0,123.29039764404295,90.49957275390624,1319.7528076171875,-25.63426971435547,-0.1030782088637352,-35.301246643066406,MONTREALGRAND PRIX
1786296898.0577798,505.8743896484375,10314,0,84058,16574,0,0,0,0,0,0,0,0,737.6875,9480.5810546875,332.7499084472656,3,3,0,129,0.0,0.5338395833969116,0.0,0,3,9225,0,0,0,874,862,893,880,0,113.71894073486328,90.2038116455078,1301.8984375,-12.08713150024414,-1.0566998720169067,-33.88685989379883,MONTREALGRAND PRIX
1786296898.5673442,506.36627197265625,10324,0,84058,17060,0,0,0,0,0,0,0,0,754.5986328125,9497.4921875,332.7499084472656,3,3,0,116,0.0,0.5590834021568298,0.0,0,3,8319,0,0,0,852,841,875,862,0,110.934814453125,89.81026458740234,1285.4814453125,0.4818014502525329,-0.6658627986907959,-32.31102752685547,MONTREALGRAND PRIX
1786296899.0609236,506.8816528320313,10334,0,84058,17591,0,0,0,0,0,0,0,0,770.7626953125,9513.65625,332.7499084472656,3,3,0,110,0.2627451121807098,-0.0136284101754426,0.0,0,3,7980,0,0,0,831,820,857,844,0,114.05567169189452,89.27500915527344,1269.399169921875,10.65984058380127,-1.291697382926941,-28.89361572265625,MONTREALGRAND PRIX
1786296899.5598972,507.360595703125,10344,0,84058,18055,0,0,0,0,0,0,0,0,785.8994140625,9528.79296875,332.7499084472656,3,3,0,110,0.1843137294054031,-0.3880003988742828,0.0,0,3,7961,0,0,0,813,802,841,829,0,118.2667007446289,88.60243225097656,1255.5830078125,5.307534694671631,-1.4852893352508545,-30.24769401550293,MONTREALGRAND PRIX
1786296900.0554874,507.8739318847656,10354,0,84058,18576,0,0,0,0,0,0,0,0,803.3427734375,9546.236328125,332.7499084472656,3,3,0,106,0.4823529422283172,-0.5469489693641663,0.0,0,3,7845,0,0,0,794,783,825,813,0,117.95264434814452,87.94129180908203,1240.1177978515625,-6.75417947769165,-0.8491202592849731,-28.817724227905277,MONTREALGRAND PRIX
1786296900.559525,508.3585205078125,10364,0,84058,19052,0,0,0,0,0,0,0,0,818.0986328125,9560.9921875,332.7499084472656,3,3,0,113,0.7568627595901489,-0.0,0.0,0,3,8451,0,0,0,777,769,810,800,0,112.08087158203124,87.72518157958984,1226.947509765625,-17.03293228149414,-0.1327174305915832,-26.50742721557617,MONTREALGRAND PRIX
1786296901.0544164,508.8727111816406,10374,0,84058,19582,0,0,0,0,0,0,0,0,835.8623046875,9578.755859375,332.7499084472656,3,3,0,132,0.9098039269447328,-0.1027090698480606,0.0,0,3,9920,0,5,0,756,749,792,783,0,102.09044647216795,87.73804473876953,1212.161376953125,-21.01345634460449,0.0519139915704727,-30.06689453125,MONTREALGRAND PRIX
